Checkpoint,Time (s),Packets Received,Missing Packets,Goodput (%),Packet Rate (pkts/s)
7394,39.01,7394000,45200,99.39,192502.01
7395,39.02,7395002,45202,99.39,190641.53
7396,39.02,7396001,45207,99.39,182099.51
7397,39.03,7397003,45213,99.39,192325.31
7398,39.03,7398001,45223,99.39,191399.88
7399,39.04,7399000,45232,99.39,177194.13
7400,39.04,7400001,45235,99.39,190997.1
7401,39.05,7401002,45242,99.39,188976.83
7402,39.05,7402002,45242,99.39,179527.63
7403,39.06,7403002,45250,99.39,191503.24
7404,39.06,7404003,45253,99.39,193158.74
7405,39.07,7405000,45256,99.39,177665.85
7406,39.08,7406000,45260,99.39,192452.23
7407,39.08,7407003,45269,99.39,191622.8
7408,39.09,7408001,45283,99.39,171962.67
7409,39.09,7409002,45294,99.39,189394.55
7410,39.1,7410003,45305,99.39,194141.23
7411,39.1,7411000,45312,99.39,173393.09
7412,39.11,7412002,45326,99.39,185254.9
7413,39.11,7413003,45333,99.39,193016.66
7414,39.12,7414001,45339,99.39,184637.44
7415,39.12,7415002,45346,99.39,190771.46
7416,39.13,7416000,45352,99.39,192819.36
7417,39.13,7417003,45357,99.39,184278.19
7418,39.14,7418000,45360,99.39,185829.49
7419,39.14,7419000,45364,99.39,193687.55
7420,39.15,7420002,45370,99.39,188410.86
7421,39.16,7421001,45375,99.39,182671.1
7422,39.16,7422002,45378,99.39,190624.21
7423,39.17,7423002,45386,99.39,185605.1
7424,39.17,7424001,45391,99.39,177848.46
7425,39.18,7425003,45401,99.39,187461.2
7426,39.18,7426002,45406,99.39,186384.49
7427,39.19,7427002,45410,99.39,180765.59
7428,39.19,7428002,45418,99.39,190295.54
7429,39.2,7429003,45421,99.39,189403.09
7430,39.2,7430003,45425,99.39,181658.11
7431,39.21,7431002,45434,99.39,190286.54
7432,39.21,7432000,45440,99.39,191067.89
7433,39.22,7433000,45448,99.39,171238.02
7434,39.23,7434003,45461,99.39,186533.36
7435,39.23,7435003,45469,99.39,191573.22
7436,39.24,7436000,45476,99.39,176622.79
7437,39.24,7437000,45484,99.39,186662.39
7438,39.25,7438000,45488,99.39,190157.5
7439,39.25,7439000,45496,99.39,179075.4
7440,39.26,7440002,45502,99.39,191040.17
7441,39.26,7441001,45511,99.39,191600.43
7442,39.27,7442003,45517,99.39,181095.9
7443,39.27,7443000,45520,99.39,187512.72
7444,39.28,7444001,45531,99.39,193952.89
7445,39.28,7445002,45538,99.39,181243.18
7446,39.29,7446002,45546,99.39,182822.07
7447,39.3,7447003,45553,99.39,192159.75
7448,39.3,7448001,45559,99.39,187138.56
7449,39.31,7449000,45564,99.39,180912.3
7450,39.31,7450003,45573,99.39,191378.71
7451,39.32,7451002,45578,99.39,183744.51
7452,39.32,7452003,45581,99.39,182591.04
7453,39.33,7453001,45591,99.39,191847.26
7454,39.33,7454001,45595,99.39,188431.83
7455,39.34,7455000,45604,99.39,182694.99
7456,39.34,7456002,45610,99.39,193627.86
7457,39.35,7457000,45616,99.39,190424.68
7458,39.35,7458003,45617,99.39,180004.57
7459,39.36,7459002,45626,99.39,191346.68
7460,39.37,7460000,45628,99.39,190199.72
7461,39.37,7461003,45637,99.39,177363.59
7462,39.38,7462002,45642,99.39,191050.05
7463,39.38,7463001,45651,99.39,186941.63
7464,39.39,7464001,45663,99.39,174370.33
7465,39.39,7465000,45668,99.39,189263.73
7466,39.4,7466003,45673,99.39,190875.09
7467,39.4,7467003,45689,99.39,179627.58
7468,39.41,7468001,45699,99.39,193184.21
7469,39.41,7469002,45702,99.39,190020.29
7470,39.42,7470002,45706,99.39,184065.65
7471,39.42,7471003,45713,99.39,191834.89
7472,39.43,7472000,45720,99.39,192422.28
7473,39.43,7473002,45722,99.39,186877.7
7474,39.44,7474001,45727,99.39,184010.79
7475,39.45,7475002,45730,99.39,191905.03
7476,39.45,7476001,45735,99.39,190148.38
7477,39.46,7477003,45745,99.39,174132.7
7478,39.46,7478001,45747,99.39,189125.53
7479,39.47,7479000,45760,99.39,180258.54
7480,39.47,7480003,45765,99.39,179589.62
7481,39.48,7481001,45767,99.39,193041.66
7482,39.48,7482001,45775,99.39,185835.36
7483,39.49,7483001,45775,99.39,185121.77
7484,39.49,7484001,45779,99.39,194207.71
7485,39.5,7485000,45788,99.39,187670.07
7486,39.5,7486003,45805,99.39,178348.61
7487,39.51,7487000,45812,99.39,190407.12
7488,39.52,7488001,45819,99.39,188231.26
7489,39.52,7489002,45826,99.39,178530.35
7490,39.53,7490002,45838,99.39,192046.89
7491,39.53,7491002,45842,99.39,194360.7
7492,39.54,7492001,45847,99.39,177946.65
7493,39.54,7493002,45854,99.39,187416.23
7494,39.55,7494002,45862,99.39,190416.49
7495,39.55,7495000,45868,99.39,178526.69
7496,39.56,7496000,45876,99.39,185769.51
7497,39.56,7497000,45876,99.39,190624.19
7498,39.57,7498001,45883,99.39,181965.86
7499,39.57,7499003,45889,99.39,187394.33
7500,39.58,7500001,45891,99.39,194124.91
7501,39.59,7501000,45896,99.39,177194.13
7502,39.59,7502001,45903,99.39,184988.47
7503,39.6,7503003,45909,99.39,190606.95
7504,39.6,7504001,45915,99.39,182512.12
7505,39.61,7505001,45919,99.39,185769.51
7506,39.61,7506001,45927,99.39,190477.02
7507,39.62,7507003,45933,99.39,184118.66
7508,39.62,7508002,45942,99.39,182139.09
7509,39.63,7509001,45947,99.39,190286.54
7510,39.63,7510001,45951,99.39,191276.18
7511,39.64,7511002,45954,99.39,181934.32
7512,39.64,7512000,45960,99.39,187457.03
7513,39.65,7513001,45963,99.39,191537.33
7514,39.66,7514002,45966,99.39,180946.36
7515,39.66,7515002,45974,99.39,188932.61
7516,39.67,7516002,45974,99.39,188144.44
7517,39.67,7517003,45985,99.39,178903.12
7518,39.68,7518003,45985,99.39,185162.63
7519,39.68,7519001,45991,99.39,194269.06
7520,39.69,7520006,45998,99.39,172059.08
7521,39.69,7521003,46005,99.39,183376.65
7522,39.7,7522000,46004,99.39,188825.12
7523,39.7,7523003,46005,99.39,179750.77
7524,39.71,7524002,46014,99.39,190684.89
7525,39.71,7525002,46018,99.39,192974.65
7526,39.72,7526000,46024,99.39,184849.43
7527,39.73,7527001,46027,99.39,184039.73
7528,39.73,7528002,46034,99.39,191362.73
7529,39.74,7529000,46040,99.39,180474.06
7530,39.74,7530002,46046,99.39,185894.05
7531,39.75,7531002,46054,99.39,192682.1
7532,39.75,7532000,46064,99.39,183488.16
7533,39.76,7533002,46070,99.39,185034.68
7534,39.76,7534002,46074,99.39,189864.83
7535,39.77,7535002,46078,99.39,180929.34
7536,39.77,7536002,46078,99.39,185843.59
7537,39.78,7537000,46084,99.39,189734.18
7538,39.78,7538003,46089,99.39,184205.57
7539,39.79,7539000,46096,99.39,183537.62
7540,39.8,7540002,46102,99.39,190201.51
7541,39.8,7541000,46116,99.39,186621.28
7542,39.81,7542001,46119,99.39,180751.61
7543,39.81,7543002,46122,99.39,190771.46
7544,39.82,7544000,46124,99.39,191041.73
7545,39.82,7545002,46130,99.39,177658.63
7546,39.83,7546000,46132,99.39,186123.41
7547,39.83,7547003,46141,99.39,190322.43
7548,39.84,7548000,46144,99.39,178484.83
7549,39.84,7549002,46150,99.39,187461.2
7550,39.85,7550000,46152,99.39,193344.82
7551,39.85,7551000,46160,99.39,179820.11
7552,39.86,7552001,46167,99.39,187625.61
7553,39.86,7553001,46171,99.39,193992.14
7554,39.87,7554001,46179,99.39,176024.17
7555,39.88,7555003,46189,99.39,188478.46
7556,39.88,7556001,46191,99.39,192553.26
7557,39.89,7557001,46199,99.39,179374.08
7558,39.89,7558001,46203,99.39,186396.94
7559,39.9,7559001,46207,99.39,189899.22
7560,39.9,7560002,46210,99.39,180751.61
7561,39.91,7561002,46210,99.39,185975.44
7562,39.91,7562001,46215,99.39,191565.39
7563,39.92,7563002,46222,99.39,172969.9
7564,39.92,7564001,46231,99.39,179325.07
7565,39.93,7565000,46236,99.39,190243.35
7566,39.94,7566000,46240,99.39,182186.78
7567,39.94,7567003,46245,99.39,188565.08
7568,39.95,7568002,46254,99.39,192826.03
7569,39.95,7569002,46262,99.39,181124.67
7570,39.96,7570002,46270,99.39,178473.43
7571,39.96,7571000,46276,99.39,190572.06
7572,39.97,7572003,46281,99.39,180615.1
7573,39.97,7573003,46289,99.39,173562.19
7574,39.98,7574002,46298,99.39,187108.59
7575,39.98,7575002,46306,99.39,188822.04
7576,39.99,7576003,46317,99.39,176786.32
7577,40.0,7577000,46324,99.39,191883.68
7578,40.0,7578001,46335,99.39,186682.89
7579,40.01,7579003,46341,99.39,181455.58
7580,40.01,7580000,46344,99.39,192439.99
7581,40.02,7581003,46349,99.39,192025.15
7582,40.02,7582001,46355,99.39,173000.31
7583,40.03,7583003,46357,99.39,187219.02
7584,40.03,7584003,46365,99.39,189504.54
7585,40.04,7585000,46372,99.39,173724.44
7586,40.04,7586002,46378,99.39,195083.91
7587,40.05,7587000,46388,99.39,191891.23
7588,40.05,7588001,46399,99.39,180131.21
7589,40.06,7589003,46405,99.39,190020.92
7590,40.06,7590001,46411,99.39,189562.33
7591,40.07,7591002,46418,99.39,182060.55
7592,40.08,7592002,46422,99.39,193054.59
7593,40.08,7593003,46429,99.39,194024.6
7594,40.09,7594003,46441,99.39,176773.46
7595,40.09,7595001,46451,99.39,187919.88
7596,40.1,7596001,46455,99.39,192337.51
7597,40.1,7597003,46465,99.39,173292.62
7598,40.11,7598000,46468,99.39,188230.15
7599,40.11,7599003,46473,99.39,193251.27
7600,40.12,7600000,46488,99.39,183336.45
7601,40.12,7601003,46493,99.39,183931.75
7602,40.13,7602003,46497,99.39,193392.84
7603,40.13,7603002,46506,99.39,180748.41
7604,40.14,7604001,46507,99.39,182265.85
7605,40.15,7605001,46515,99.39,192011.72
7606,40.15,7606000,46516,99.39,187326.08
7607,40.16,7607003,46517,99.39,182503.45
7608,40.16,7608001,46523,99.39,187726.05
7609,40.17,7609002,46530,99.39,188586.37
7610,40.17,7610002,46534,99.39,177019.67
7611,40.18,7611000,46540,99.39,191443.65
7612,40.18,7612002,46550,99.39,188842.62
7613,40.19,7613000,46552,99.39,184409.68
7614,40.19,7614000,46564,99.39,187900.01
7615,40.2,7615000,46572,99.39,188711.6
7616,40.2,7616000,46580,99.39,178064.28
7617,40.21,7617001,46587,99.39,193684.47
7618,40.22,7618001,46595,99.39,186396.94
7619,40.22,7619002,46602,99.39,172884.43
7620,40.23,7620002,46610,99.39,190477.02
7621,40.23,7621002,46618,99.39,190011.05
7622,40.24,7622002,46622,99.39,176639.46
7623,40.24,7623003,46629,99.39,188976.83
7624,40.25,7624001,46631,99.39,195420.89
7625,40.25,7625003,46637,99.39,179894.38
7626,40.26,7626000,46644,99.39,187403.47
7627,40.26,7627000,46652,99.39,191564.47
7628,40.27,7628001,46659,99.39,179915.08
7629,40.27,7629002,46666,99.39,182893.29
7630,40.28,7630000,46668,99.39,194920.39
7631,40.29,7631001,46679,99.39,180946.36
7632,40.29,7632002,46682,99.39,188806.87
7633,40.3,7633003,46693,99.39,189147.11
7634,40.3,7634001,46699,99.39,175554.24
7635,40.31,7635000,46708,99.39,186334.76
7636,40.31,7636000,46716,99.39,195547.76
7637,40.32,7637000,46728,99.39,181093.39
7638,40.32,7638001,46727,99.39,188020.52
7639,40.33,7639001,46731,99.39,191897.52
7640,40.33,7640002,46742,99.39,182598.98
7641,40.34,7641000,46752,99.39,181719.79
7642,40.34,7642003,46757,99.39,194152.06
7643,40.35,7643001,46763,99.39,185603.48
7644,40.36,7644001,46771,99.39,182654.88
7645,40.36,7645003,46777,99.39,194515.07
7646,40.37,7646003,46781,99.39,190451.07
7647,40.37,7647003,46785,99.39,178823.45
7648,40.38,7648001,46791,99.39,189949.42
7649,40.38,7649001,46791,99.39,190762.91
7650,40.39,7650003,46793,99.39,179249.88
7651,40.39,7651003,46797,99.39,193125.7
7652,40.4,7652000,46800,99.39,189948.72
7653,40.4,7653003,46809,99.39,175491.69
7654,40.41,7654001,46815,99.39,192748.33
7655,40.41,7655001,46823,99.39,194622.24
7656,40.42,7656003,46829,99.39,180342.11
7657,40.42,7657001,46835,99.39,191085.34
7658,40.43,7658000,46836,99.39,191889.98
7659,40.44,7659002,46842,99.39,183187.72
7660,40.44,7660002,46850,99.39,186496.4
7661,40.45,7661000,46852,99.39,194124.91
7662,40.45,7662000,46860,99.39,179920.38
7663,40.46,7663000,46868,99.39,183349.54
7664,40.46,7664001,46879,99.39,194258.01
7665,40.47,7665002,46886,99.39,178781.23
7666,40.47,7666002,46894,99.39,181587.32
7667,40.48,7667000,46900,99.39,192553.26
7668,40.48,7668001,46903,99.39,185922.34
7669,40.49,7669000,46912,99.39,179671.1
7670,40.49,7670001,46919,99.39,191694.74
7671,40.5,7671001,46919,99.39,189137.09
7672,40.51,7672003,46925,99.39,180901.02
7673,40.51,7673002,46930,99.39,195845.28
7674,40.52,7674001,46939,99.39,177697.61
7675,40.52,7675003,46941,99.39,176368.82
7676,40.53,7676002,46950,99.39,193878.85
7677,40.53,7677003,46957,99.39,184031.66
7678,40.54,7678000,46960,99.39,179388.32
7679,40.54,7679000,46968,99.39,191241.29
7680,40.55,7680002,46970,99.39,191658.73
7681,40.55,7681003,46969,99.39,180650.5
7682,40.56,7682002,46978,99.39,191311.74
7683,40.56,7683001,46983,99.39,189846.84
7684,40.57,7684003,46989,99.39,181197.4
7685,40.57,7685001,46995,99.39,193971.98
7686,40.58,7686000,47000,99.39,192923.69
7687,40.59,7687002,47006,99.39,172142.73
7688,40.59,7688003,47013,99.39,189010.86
7689,40.6,7689002,47018,99.39,189486.26
7690,40.6,7690001,47027,99.39,181178.26
7691,40.61,7691003,47037,99.39,185861.16
7692,40.61,7692000,47040,99.39,191216.84
7693,40.62,7693001,47047,99.39,183532.89
7694,40.62,7694003,47053,99.39,179571.55
7695,40.63,7695002,47062,99.39,189537.69
7696,40.63,7696003,47073,99.39,179576.49
7697,40.64,7697000,47080,99.39,182639.81
7698,40.65,7698001,47083,99.39,191284.26
7699,40.65,7699003,47093,99.39,184798.73
7700,40.66,7700001,47099,99.39,186189.64
7701,40.66,7701003,47109,99.39,188740.85
7702,40.67,7702002,47114,99.39,187083.52
7703,40.67,7703002,47118,99.39,184632.83
7704,40.68,7704003,47125,99.39,192133.37
7705,40.68,7705002,47134,99.39,192515.95
7706,40.69,7706001,47139,99.39,174377.2
7707,40.69,7707002,47150,99.39,189874.2
7708,40.7,7708002,47158,99.39,188330.3
7709,40.7,7709000,47168,99.39,177421.92
7710,40.71,7710002,47170,99.39,187880.22
7711,40.71,7711002,47174,99.39,191643.24
7712,40.72,7712003,47177,99.39,185478.81
7713,40.73,7713000,47184,99.39,188077.77
7714,40.73,7714000,47188,99.39,195229.19
7715,40.74,7715000,47196,99.39,177657.0
7716,40.74,7716003,47201,99.39,189320.32
7717,40.75,7717001,47211,99.39,195302.36
7718,40.75,7718000,47220,99.39,182234.15
7719,40.76,7719000,47228,99.39,185449.18
7720,40.76,7720003,47233,99.39,192817.26
7721,40.77,7721000,47244,99.39,182871.43
7722,40.77,7722001,47251,99.39,184306.33
7723,40.78,7723001,47259,99.39,193947.29
7724,40.78,7724001,47267,99.39,186679.01
7725,40.79,7725002,47274,99.39,174842.72
7726,40.8,7726000,47280,99.39,190165.16
7727,40.8,7727003,47289,99.39,183730.92
7728,40.81,7728001,47299,99.39,180567.48
7729,40.81,7729003,47309,99.39,191702.44
7730,40.82,7730003,47317,99.39,189968.02
7731,40.82,7731002,47326,99.39,178462.02
7732,40.83,7732001,47331,99.39,192295.08
7733,40.83,7733001,47339,99.39,189650.21
7734,40.84,7734003,47345,99.39,180799.85
7735,40.84,7735002,47350,99.39,186799.95
7736,40.85,7736001,47359,99.39,191670.54
7737,40.85,7737001,47363,99.39,176587.4
7738,40.86,7738001,47371,99.39,186745.5
7739,40.87,7739003,47373,99.39,193681.4
7740,40.87,7740003,47381,99.39,179958.98
7741,40.88,7741003,47389,99.39,187765.42
7742,40.88,7742002,47394,99.39,186824.94
7743,40.89,7743002,47398,99.39,179820.11
7744,40.89,7744001,47403,99.39,187544.07
7745,40.9,7745001,47415,99.39,189427.51
7746,40.9,7746002,47422,99.39,176045.05
7747,40.91,7747000,47424,99.39,192402.8
7748,40.91,7748002,47426,99.39,193815.38
7749,40.92,7749001,47431,99.39,183334.49
7750,40.92,7750001,47435,99.39,188652.18
7751,40.93,7751003,47441,99.39,193583.26
7752,40.94,7752000,47448,99.39,179473.01
7753,40.94,7753003,47457,99.39,173917.36
7754,40.95,7754003,47461,99.39,186853.66
7755,40.95,7755003,47465,99.39,176736.22
7756,40.96,7756001,47467,99.39,183255.2
7757,40.96,7757003,47469,99.39,193734.97
7758,40.97,7758001,47475,99.39,186405.21
7759,40.97,7759001,47483,99.39,174001.41
7760,40.98,7760001,47491,99.39,187195.57
7761,40.98,7761002,47498,99.39,186824.11
7762,40.99,7762001,47503,99.39,180881.06
7763,40.99,7763002,47506,99.39,193845.44
7764,41.0,7764000,47512,99.39,185529.45
7765,41.01,7765000,47524,99.39,180773.38
7766,41.01,7766000,47524,99.39,193001.29
7767,41.02,7767001,47531,99.39,187810.26
7768,41.02,7768001,47535,99.39,177619.38
7769,41.03,7769003,47541,99.39,190063.88
7770,41.03,7770002,47550,99.39,191819.71
7771,41.04,7771003,47553,99.39,179423.0
7772,41.04,7772002,47562,99.39,189915.68
7773,41.05,7773002,47570,99.39,184852.53
7774,41.05,7774000,47576,99.39,178366.94
7775,41.06,7775002,47578,99.39,189883.55
7776,41.06,7776003,47581,99.39,190054.7
7777,41.07,7777000,47584,99.39,177809.38
7778,41.08,7778000,47592,99.39,188754.06
7779,41.08,7779000,47592,99.39,193232.47
7780,41.09,7780001,47599,99.39,178918.36
7781,41.09,7781001,47607,99.39,186870.31
7782,41.1,7782003,47617,99.39,194074.93
7783,41.1,7783001,47623,99.39,181459.83
7784,41.11,7784001,47631,99.39,172918.21
7785,41.11,7785003,47649,99.39,191518.99
7786,41.12,7786002,47654,99.39,180421.53
7787,41.12,7787001,47659,99.39,187359.58
7788,41.13,7788002,47662,99.39,194708.45
7789,41.14,7789000,47672,99.39,179977.44
7790,41.14,7790003,47673,99.39,179942.98
7791,41.15,7791002,47682,99.39,193869.88
7792,41.15,7792003,47685,99.39,185364.16
7793,41.16,7793002,47690,99.39,181901.88
7794,41.16,7794001,47695,99.39,194058.43
7795,41.17,7795001,47699,99.39,177845.32
7796,41.17,7796001,47703,99.39,176364.65
7797,41.18,7797001,47703,99.39,190658.85
7798,41.18,7798002,47714,99.39,184209.3
7799,41.19,7799002,47718,99.39,175288.53
7800,41.19,7800002,47722,99.39,193687.55
7801,41.2,7801002,47730,99.39,184934.04
7802,41.21,7802002,47734,99.39,182448.3
7803,41.21,7803002,47738,99.39,195092.98
7804,41.22,7804001,47747,99.39,190641.51
7805,41.22,7805003,47749,99.39,179097.1
7806,41.23,7806002,47750,99.39,193003.67
7807,41.23,7807001,47751,99.39,193529.62
7808,41.24,7808003,47757,99.39,173830.19
7809,41.24,7809002,47762,99.39,192977.0
7810,41.25,7810001,47767,99.39,189169.74
7811,41.25,7811003,47769,99.39,178065.1
7812,41.26,7812003,47773,99.39,188890.07
7813,41.26,7813000,47780,99.39,193750.69
7814,41.27,7814003,47789,99.39,179039.32
7815,41.27,7815000,47792,99.39,191778.08
7816,41.28,7816002,47802,99.39,189378.72
7817,41.29,7817001,47815,99.39,178606.55
7818,41.29,7818002,47822,99.39,187282.47
7819,41.3,7819003,47825,99.39,194889.21
7820,41.3,7820003,47829,99.39,182123.49
7821,41.31,7821002,47834,99.39,187813.07
7822,41.31,7822001,47843,99.39,193003.67
7823,41.32,7823002,47850,99.39,182368.96
7824,41.32,7824001,47855,99.39,186177.45
7825,41.33,7825002,47862,99.39,194096.36
7826,41.33,7826003,47869,99.39,186583.34
7827,41.34,7827001,47875,99.39,175274.91
7828,41.34,7828001,47887,99.39,191276.18
7829,41.35,7829002,47898,99.39,184890.71
7830,41.36,7830003,47905,99.39,179193.27
7831,41.36,7831002,47910,99.39,193565.38
7832,41.37,7832002,47918,99.39,182384.83
7833,41.37,7833001,47923,99.39,180553.7
7834,41.38,7834001,47923,99.39,193607.09
7835,41.38,7835001,47927,99.39,188550.42
7836,41.39,7836001,47927,99.39,178026.49
7837,41.39,7837001,47935,99.39,192117.26
7838,41.4,7838001,47943,99.39,191067.06
7839,41.4,7839000,47956,99.39,178075.21
7840,41.41,7840003,47965,99.39,190425.81
7841,41.41,7841001,47967,99.39,188801.38
7842,41.42,7842001,47975,99.39,177244.08
7843,41.43,7843002,47978,99.39,194482.97
7844,41.43,7844001,47987,99.39,191740.71
7845,41.44,7845001,47991,99.39,178541.8
7846,41.44,7846002,48002,99.39,181438.99
7847,41.45,7847002,48010,99.39,193205.77
7848,41.45,7848000,48020,99.39,180653.2
7849,41.46,7849000,48024,99.39,184001.05
7850,41.46,7850001,48027,99.39,187810.26
7851,41.47,7851003,48033,99.39,180535.79
7852,41.47,7852001,48043,99.39,184166.28
7853,41.48,7853003,48049,99.39,189412.86
7854,41.48,7854001,48055,99.39,179884.63
7855,41.49,7855003,48061,99.39,186454.86
7856,41.5,7856003,48065,99.39,191862.4
7857,41.5,7857001,48071,99.39,182512.12
7858,41.51,7858003,48073,99.39,186529.34
7859,41.51,7859002,48078,99.39,193261.83
7860,41.52,7860000,48080,99.39,189313.71
7861,41.52,7861001,48087,99.39,183564.98
7862,41.53,7862001,48091,99.39,189316.36
7863,41.53,7863003,48093,99.39,188242.08
7864,41.54,7864000,48100,99.39,175990.96
7865,41.54,7865003,48113,99.39,193812.17
7866,41.55,7866001,48127,99.39,182791.07
7867,41.55,7867001,48135,99.39,172918.21
7868,41.56,7868001,48147,99.39,192020.51
7869,41.57,7869000,48152,99.39,190719.6
7870,41.57,7870002,48158,99.39,178982.69
7871,41.58,7871000,48160,99.39,190139.24
7872,41.58,7872000,48168,99.39,187337.71
7873,41.59,7873001,48171,99.39,175794.43
7874,41.59,7874003,48177,99.39,184977.67
7875,41.6,7875001,48179,99.39,192111.4
7876,41.6,7876002,48178,99.39,178136.46
7877,41.61,7877000,48184,99.39,190277.53
7878,41.61,7878002,48186,99.39,193931.64
7879,41.62,7879001,48195,99.39,174923.17
7880,41.63,7880000,48204,99.39,182004.59
7881,41.63,7881002,48210,99.39,190632.89
7882,41.64,7882002,48222,99.39,175069.04
7883,41.64,7883001,48231,99.39,191337.95
7884,41.65,7884000,48236,99.39,188888.32
7885,41.65,7885001,48239,99.39,181705.98
7886,41.66,7886002,48246,99.39,188298.8
7887,41.66,7887002,48254,99.39,193464.21
7888,41.67,7888001,48259,99.39,181233.12
7889,41.67,7889001,48263,99.39,184162.63
7890,41.68,7890000,48272,99.39,187779.41
7891,41.68,7891001,48279,99.39,185823.59
7892,41.69,7892003,48285,99.39,180535.79
7893,41.69,7893002,48290,99.39,190754.33
7894,41.7,7894001,48291,99.39,187359.58
7895,41.71,7895003,48305,99.39,178929.35
7896,41.71,7896000,48312,99.39,191778.08
7897,41.72,7897001,48323,99.39,188366.38
7898,41.72,7898001,48335,99.39,181062.12
7899,41.73,7899000,48344,99.39,190062.13
7900,41.73,7900003,48349,99.39,189542.1
7901,41.74,7901000,48356,99.39,182289.5
7902,41.74,7902001,48363,99.39,190020.29
7903,41.75,7903003,48373,99.39,182916.64
7904,41.75,7904001,48383,99.39,178915.86
7905,41.76,7905000,48388,99.39,185995.64
7906,41.76,7906003,48397,99.39,187372.48
7907,41.77,7907001,48403,99.39,176382.75
7908,41.78,7908000,48408,99.39,189821.04
7909,41.78,7909000,48416,99.39,187942.11
7910,41.79,7910001,48423,99.39,175236.79
7911,41.79,7911001,48431,99.39,189222.41
7912,41.8,7912001,48435,99.39,188499.57
7913,41.8,7913003,48441,99.39,182845.01
7914,41.81,7914003,48445,99.39,190252.38
7915,41.81,7915000,48452,99.39,190311.8
7916,41.82,7916001,48455,99.39,185225.14
7917,41.82,7917003,48457,99.39,188031.52
7918,41.83,7918002,48462,99.39,192595.59
7919,41.83,7919000,48476,99.39,180147.85
7920,41.84,7920001,48487,99.39,178842.15
7921,41.85,7921000,48492,99.39,194698.65
7922,41.85,7922003,48497,99.39,182006.01
7923,41.86,7923003,48501,99.39,181878.67
7924,41.86,7924003,48505,99.39,187337.71
7925,41.87,7925002,48506,99.39,190719.6
7926,41.87,7926000,48512,99.39,178984.71
7927,41.88,7927003,48521,99.39,189065.07
7928,41.88,7928001,48523,99.39,177301.68
7929,41.89,7929003,48525,99.39,185968.08
7930,41.89,7930000,48536,99.39,189355.24
7931,41.9,7931001,48543,99.39,178629.1
7932,41.91,7932001,48551,99.39,181650.24
7933,41.91,7933001,48555,99.39,190364.63
7934,41.92,7934001,48563,99.39,191713.32
7935,41.92,7935001,48567,99.39,178519.0
7936,41.93,7936001,48575,99.39,191853.63
7937,41.93,7937001,48583,99.39,191276.18
7938,41.94,7938002,48586,99.39,179070.98
7939,41.94,7939001,48591,99.39,191644.24
7940,41.95,7940001,48603,99.39,190832.34
7941,41.95,7941003,48609,99.39,169805.76
7942,41.96,7942003,48609,99.39,187538.74
7943,41.96,7943001,48615,99.39,185233.89
7944,41.97,7944002,48622,99.39,171255.44
7945,41.98,7945001,48627,99.39,184358.93
7946,41.98,7946000,48632,99.39,190424.91
7947,41.99,7947002,48642,99.39,178291.73
7948,41.99,7948002,48650,99.39,187723.4
7949,42.0,7949002,48650,99.39,193983.17
7950,42.0,7950000,48656,99.39,173631.8
7951,42.01,7951003,48661,99.39,189601.9
7952,42.01,7952001,48667,99.39,195603.52
7953,42.02,7953001,48671,99.39,180314.86
7954,42.02,7954000,48680,99.39,184545.68
7955,42.03,7955001,48683,99.39,192954.56
7956,42.04,7956003,48689,99.39,184086.4
7957,42.04,7957001,48695,99.39,176293.61
7958,42.05,7958000,48700,99.39,187217.27
7959,42.05,7959002,48706,99.39,181620.25
7960,42.06,7960002,48710,99.39,179735.34
7961,42.06,7961003,48717,99.39,192715.43
7962,42.07,7962001,48723,99.39,185365.13
7963,42.07,7963003,48729,99.39,180218.38
7964,42.08,7964003,48733,99.39,193019.05
7965,42.08,7965002,48734,99.39,188268.77
7966,42.09,7966003,48737,99.39,178431.72
7967,42.09,7967001,48743,99.39,189656.81
7968,42.1,7968002,48750,99.39,186691.2
7969,42.11,7969002,48754,99.39,176520.52
7970,42.11,7970003,48761,99.39,191729.76
7971,42.12,7971001,48767,99.39,190018.4
7972,42.12,7972002,48774,99.39,178872.63
7973,42.13,7973002,48778,99.39,185950.7
7974,42.13,7974000,48780,99.39,184061.01
7975,42.14,7975000,48788,99.39,179958.98
7976,42.14,7976002,48790,99.39,189301.95
7977,42.15,7977003,48797,99.39,187416.23
7978,42.15,7978002,48798,99.39,176656.25
7979,42.16,7979003,48805,99.39,188654.16
7980,42.16,7980000,48812,99.39,193553.39
7981,42.17,7981001,48819,99.39,171318.33
7982,42.18,7982002,48826,99.39,183436.66
7983,42.18,7983002,48842,99.39,191023.55
7984,42.19,7984003,48845,99.39,176980.07
7985,42.19,7985001,48851,99.39,189151.17
7986,42.2,7986002,48858,99.39,189977.3
7987,42.2,7987002,48866,99.39,180742.22
7988,42.21,7988002,48870,99.39,183077.43
7989,42.21,7989001,48875,99.39,194481.77
7990,42.22,7990003,48873,99.39,179917.49
7991,42.22,7991002,48878,99.39,186525.54
7992,42.23,7992003,48885,99.39,193764.92
7993,42.24,7993002,48894,99.39,182226.22
7994,42.24,7994001,48903,99.39,182974.22
7995,42.25,7995002,48910,99.39,194862.08
7996,42.25,7996000,48924,99.39,179429.7
7997,42.26,7997003,48933,99.39,176522.61
7998,42.26,7998002,48938,99.39,193717.51
7999,42.27,7999002,48942,99.39,187471.68
